"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SITE_DESC", 
"US-xSR", "86473", "GRP_SITE_DESC", "Santa Rita Experimental Range encompasses 21,000 hectares of upland Sonoran Desert, approximately 32 km south of Tucson, Arizona. Santa Rita Experimental Range was founded in 1903. It is the longest continuously active rangeland research facility and among the five oldest biological field stations in the United States. The site is broken into distinct pastures, through which cattle graze throughout the year in various densities and durations.", 
"US-xTA", "86368", "GRP_SITE_DESC", "The TALL terrestrial field site covers 5300 hectares within the larger Oakmulgee District of the Talladega National Forest (475,000 hectares) in west-central Alabama. TALL is located within the Gulf Coastal Plain which is the dominant physiographic province (52%) of NEON's Domain 8: Ozarks Complex. It is also where the upper coastal plain gives rise to the Appalachian foothills. The lands of this region are rich a mosaic of forest types and habitats. Steep ridges to rolling hills fading to hardwood bottoms make up the diversity of forest conditions found in Oakmulgee. While known for its longleaf forests, over 40% of Oakmulgee is covered with a mixture of hardwoods and wetlands.", 
"US-xTE", "86295", "GRP_SITE_DESC", "The site encompasses 5,138 hectares (12,696 acres) of mixed conifer and red fir forest, ranging in elevation from 1,990 to 2,807 m (6,529 – 9,209ft). The varied terrain is typical of the Sierra Nevada, with rugged mountains, meadows and prominent granite outcrops. TEAK has been designated as one of two relocatable terrestrial sites for the Pacific Southwest domain. The core aquatic site, Teakettle Creek, is just south of the terrestrial site.", 
"US-xTL", "86218", "GRP_SITE_DESC", "The Toolik field site is located in a remote wilderness area at the Toolik Field Station which is on land managed by the Bureau of Land Management. The area is underlain by continuous permafrost, which exerts a major influence on hydrology and the distribution, structure, and function of terrestrial and aquatic ecosystems. Because of its location between the Brooks Range and the coastal plain, the vegetation and soils at TOOL are representative of much of the Alaskan foothills tundra.

This terrestrial field site is collocated with NEON’s Toolik Lake aquatic site. The closest city, Fairbanks, Alaska is 400 miles away. The Dalton Highway (also known as the Haul Road or Pipeline Road), which traverses the middle of the state from Fairbanks to Prudhoe Bay, provides access to the area.", 
"US-xTR", "86450", "GRP_SITE_DESC", "Treehaven, situated between Rhinelander and Tomahawk, WI, is one of two relocatable sites located in NEON’s Great Lakes Domain. The Treehaven property spans 1400 acres and is owned and operated by the University of Wisconsin-Stevens Point (UWSP), College of Natural Resources. UWSP uses the property and conference center for summer field techniques courses but welcomes other educators, researchers, and the public to use and enjoy their forests, trails, and facility.", 
"US-xUK", "86130", "GRP_SITE_DESC", "Along an eastern deciduous forest and tallgrass prairie transition zone just north of Lawrence, Kansas, this 6 km2 terrestrial field site is located at the University of Kansas Field Station. A 116' tall flux tower rises out of a mixed hardwood forest dominated by white ash trees. Field obdservations of plants, animals, soils and microbes are collected around the tower and in the nearby tallgrass prairie.", 
"US-xUN", "79739", "GRP_SITE_DESC", "NEON's Domain 5 core site is located at the University of Notre Dame Environmental Research Center (UNDERC) East. Straddling the border between Northern Wisconsin and Michigan’s Upper Peninsula, the UNDERC property comprises approximately 7500 acres and is maintained as an environmental education and research facility. UNDERC also has 30 lakes comprising 1350 acres, including Crampton Lake, a NEON aquatics site. Region-wide logging for pine in the late 1800s and early to mid-1900's led to clear cutting of most forested areas on the property. The main parcel was donated to the University in the 1930s. Timber harvest continued into the 1950s and later, leaving a mixture of successional forest regrowth. Since the 1970s, the site has been minimally managed to maintain access for recreational, educational and research goals.", 
"US-xWD", "79300", "GRP_SITE_DESC", "The Northern Plains-Woodworth site (Woodworth), is a restored prairie in an undulating matrix of small lakes, ponds and ephemeral water bodies (re. prairie potholes). The site is administered by the Department of the Interior (DOI), National Fish and Wildlife, National Wildlife Refuge. The Northern Plains-Woodworth site is located at ~ 3 miles SE of the town of Woodworth, ND.  The Northern Plains-Woodworth site is part of the Chase Lake National Wildlife Refuge and is at the center of one of the largest roadless blocks of native prairie left in the Upper Great Plains.", 
"US-xWR", "86086", "GRP_SITE_DESC", "Located in an old growth Pacific Northwest forest west of the Cascade Range, Wind River Experimental Forest has a rich history of research and timber management since the early 1900s. The area is best known for its old-growth forests of Douglas-fir and western hemlock. 

Data collected at this site provides an interesting comparison to NEON’s ABBY site which is located Yacolt Burn State Forest, a relatively young growth industrial timber production forest.", 
"US-xYE", "86114", "GRP_SITE_DESC", "Located 100 kilometers southeast of Bozeman, the YELL site is within the northern reaches of Yellowstone National Park. The terrain consists of rolling hills with small wetlands in the bottom of the depressions. The field site is a mosaic of pine-dominated forest mixed with open swaths of sage and grass.  This site is also within one of the Park’s bear management areas which includes seasonal closure (early March to early June) to minimize bear-human interactions.", 
"US-Ylw", "2483", "GRP_SITE_DESC", "A "Texas-type" triangular lattice tower operated by Yellow Cab Houston as communications tower for their taxis. Our installations are below the company's antennas on the top, highest at 60 m agl. Site is at 1107 Hays Street, Houston, TX 77009", 
